"qseqid"	"sseqid"	"qlen"	"slen"	"q_nident"	"q_aligned"	"s_nident"	"qs_nident"	"qs_len"	"interg_sim"	"fract_qslen"	"q_fract_aligned"	"s_fract_aligned"
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"MZ020222_Vibrio_phage_BUCT233"	43264	43245	37829	42570	37829	75658	86509	87.457	1	0.98	0.98
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43264	43210	38772	43057	38778	77550	86474	89.68	1	1	1
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43264	43210	38771	43057	38777	77548	86474	89.678	1	1	1
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"ON080941_Vibrio_phage_F23s2"	43264	43386	38220	42129	38385	76605	86650	88.407	1	0.97	0.97
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43264	43157	38306	41902	38312	76618	86421	88.657	1	0.97	0.97
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43264	43156	38301	41902	38307	76608	86420	88.646	1	0.97	0.97
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43264	43268	41472	43134	41554	83026	86532	95.948	1	1	1
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43264	43446	41519	43131	41600	83119	86710	95.859	1	1	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OQ302138_Vibrio_phage_VP9"	43264	43486	37889	42800	38085	75974	86750	87.578	1	0.99	0.98
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43264	43228	38284	42895	38361	76645	86492	88.615	1	0.99	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OP117450_Vibrio_phage_SSJ01"	43264	43332	38255	43078	38362	76617	86596	88.476	1	1	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43264	43901	41412	43728	42049	83461	87165	95.751	1	1.01	1
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43264	43494	41519	43179	41648	83167	86758	95.861	1	1	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43264	42987	38211	42424	38215	76426	86251	88.609	1	0.98	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43264	43571	38685	43047	38691	77376	86835	89.107	1	0.99	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43264	43571	38685	43047	38691	77376	86835	89.107	1	0.99	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OM799543_Vibrio_phage_OY1"	43264	43479	38439	42961	38509	76948	86743	88.708	1	0.99	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"vB_VpP_AC2"	43264	44270	38209	42690	39261	77470	87534	88.503	1	0.99	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43264	44270	38209	42690	39261	77470	87534	88.503	1	0.99	0.99
"MK474470_Vibrio_phage_vB_VpaS_OWB"	"OR726634_Vibrio_phage_VP17802"	43264	42896	38358	42709	38414	76772	86160	89.104	1	0.99	1
"MN974282_Vibrio_phage_OWB"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43264	43264	43264	43264	43264	86528	86528	100	1	1	1
"MN974282_Vibrio_phage_OWB"	"MN974282_Vibrio_phage_OWB"	43264	43264	43264	43264	43264	86528	86528	100	1	1	1
"MN974282_Vibrio_phage_OWB"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43264	43264	43264	43264	43264	86528	86528	100	1	1	1
"MN974282_Vibrio_phage_OWB"	"OQ999171_Vibrio_phage_VPy02"	43264	43465	38922	43183	39046	77968	86729	89.898	1	1	0.99
"MN974282_Vibrio_phage_OWB"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43264	43338	38773	43157	38860	77633	86602	89.643	1	1	1
"MN974282_Vibrio_phage_OWB"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43264	42854	38353	41963	38483	76836	86118	89.222	1	0.97	0.98
"MN974282_Vibrio_phage_OWB"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43264	43394	38356	42964	38451	76807	86658	88.632	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43264	43397	38131	42973	38208	76339	86661	88.089	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43264	43290	38436	42871	38647	77083	86554	89.058	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43264	43975	38153	42918	39040	77193	87239	88.485	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"MZ020222_Vibrio_phage_BUCT233"	43264	43245	37829	42570	37829	75658	86509	87.457	1	0.98	0.98
"MN974282_Vibrio_phage_OWB"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43264	43210	38772	43057	38778	77550	86474	89.68	1	1	1
"MN974282_Vibrio_phage_OWB"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43264	43210	38771	43057	38777	77548	86474	89.678	1	1	1
"MN974282_Vibrio_phage_OWB"	"ON080941_Vibrio_phage_F23s2"	43264	43386	38220	42129	38385	76605	86650	88.407	1	0.97	0.97
"MN974282_Vibrio_phage_OWB"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43264	43157	38306	41902	38312	76618	86421	88.657	1	0.97	0.97
"MN974282_Vibrio_phage_OWB"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43264	43156	38301	41902	38307	76608	86420	88.646	1	0.97	0.97
"MN974282_Vibrio_phage_OWB"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43264	43268	41472	43134	41554	83026	86532	95.948	1	1	1
"MN974282_Vibrio_phage_OWB"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43264	43446	41519	43131	41600	83119	86710	95.859	1	1	0.99
"MN974282_Vibrio_phage_OWB"	"OQ302138_Vibrio_phage_VP9"	43264	43486	37889	42800	38085	75974	86750	87.578	1	0.99	0.98
"MN974282_Vibrio_phage_OWB"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43264	43228	38284	42895	38361	76645	86492	88.615	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"OP117450_Vibrio_phage_SSJ01"	43264	43332	38255	43078	38362	76617	86596	88.476	1	1	0.99
"MN974282_Vibrio_phage_OWB"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43264	43901	41412	43728	42049	83461	87165	95.751	1	1.01	1
"MN974282_Vibrio_phage_OWB"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43264	43494	41519	43179	41648	83167	86758	95.861	1	1	0.99
"MN974282_Vibrio_phage_OWB"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43264	42987	38211	42424	38215	76426	86251	88.609	1	0.98	0.99
"MN974282_Vibrio_phage_OWB"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43264	43571	38685	43047	38691	77376	86835	89.107	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43264	43571	38685	43047	38691	77376	86835	89.107	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"OM799543_Vibrio_phage_OY1"	43264	43479	38439	42961	38509	76948	86743	88.708	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"vB_VpP_AC2"	43264	44270	38209	42690	39261	77470	87534	88.503	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43264	44270	38209	42690	39261	77470	87534	88.503	1	0.99	0.99
"MN974282_Vibrio_phage_OWB"	"OR726634_Vibrio_phage_VP17802"	43264	42896	38358	42709	38414	76772	86160	89.104	1	0.99	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MT178448_Vibrio_phage_vB_VpP_FE11"	43397	43397	43397	43397	43397	86794	86794	100	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43397	43394	40713	43489	40746	81459	86791	93.857	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43397	43338	39854	43311	39798	79652	86735	91.834	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MZ020222_Vibrio_phage_BUCT233"	43397	43245	40050	42934	39916	79966	86642	92.295	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43397	43975	39697	43172	40486	80183	87372	91.772	1	0.99	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OQ999171_Vibrio_phage_VPy02"	43397	43465	39752	43403	39773	79525	86862	91.553	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43397	43290	39349	42952	39452	78801	86687	90.903	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43397	42854	38233	42139	38322	76555	86251	88.758	1	0.97	0.98
"MT178448_Vibrio_phage_vB_VpP_FE11"	"NC_048167_Vibrio_phage_vB_VpaS_OWB"	43397	43264	38208	42917	38131	76339	86661	88.089	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MN974282_Vibrio_phage_OWB"	43397	43264	38208	42917	38131	76339	86661	88.089	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MK474470_Vibrio_phage_vB_VpaS_OWB"	43397	43264	38208	42917	38131	76339	86661	88.089	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OK585159_Vibrio_phage_vB_VpP_HA5"	43397	43210	39903	43249	39818	79721	86607	92.049	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OK585160_Vibrio_phage_vB_VpP_HA7"	43397	43210	39902	43249	39817	79719	86607	92.047	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OM362522_Vibrio_phage_vB_VpaP_GHSM17"	43397	43228	40491	43361	40440	80931	86625	93.427	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON080941_Vibrio_phage_F23s2"	43397	43386	38590	42348	38664	77254	86783	89.02	1	0.98	0.98
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MW331544_Vibrio_phage_vB_Vc_SrVc2"	43397	43157	38599	42104	38490	77089	86554	89.065	1	0.97	0.98
"MT178448_Vibrio_phage_vB_VpP_FE11"	"LR794124_Vibrio_phage_vB_Vc_SrVc9_genome_assembly"	43397	43156	38594	42104	38485	77079	86553	89.054	1	0.97	0.98
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OQ302138_Vibrio_phage_VP9"	43397	43486	39764	42790	39963	79727	86883	91.764	1	0.99	0.98
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OP117450_Vibrio_phage_SSJ01"	43397	43332	39879	42959	39888	79767	86729	91.973	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"NC_048036_Vibrio_phage_vB_VpaP_KF2"	43397	43571	40373	43253	40273	80646	86968	92.731	1	1	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"MF754112_Vibrio_phage_vB_VpaP_KF2"	43397	43571	40373	43253	40273	80646	86968	92.731	1	1	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OK585158_Vibrio_phage_vB_VpP_HA1"	43397	42987	39196	42824	39082	78278	86384	90.616	1	0.99	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OM799543_Vibrio_phage_OY1"	43397	43479	40148	43321	40153	80301	86876	92.432	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"OR726634_Vibrio_phage_VP17802"	43397	42896	39461	42748	39431	78892	86293	91.423	1	0.99	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON457555_Vibrio_phage_vB_VpaP_M9"	43397	43268	38519	43346	38486	77005	86665	88.854	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"vB_VpP_AC2"	43397	44270	39163	42771	40137	79300	87667	90.456	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON864052_Vibrio_phage_vB_VpP_AC2"	43397	44270	39163	42771	40137	79300	87667	90.456	1	0.99	0.99
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON457557_Vibrio_phage_vB_VpaP_M3"	43397	43446	38555	43364	38527	77082	86843	88.76	1	1	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON457554_Vibrio_phage_vB_VpaP_M83"	43397	43901	38577	43956	39123	77700	87298	89.005	1	1.01	1
"MT178448_Vibrio_phage_vB_VpP_FE11"	"ON457556_Vibrio_phage_vB_VpaP_C2"	43397	43494	38556	43408	38580	77136	86891	88.773	1	1	1
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MT501516_Vibrio_phage_vB_VpaP_MGD1"	43290	43290	43290	43290	43290	86580	86580	100	1	1	1
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"ON872379_Vibrio_phage_vB_VpaP_1701"	43290	43975	41113	43624	41923	83036	87265	95.154	1	1.01	1
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"PP712941_Vibrio_phage_TCU_VP01_ZB"	43290	43338	40796	43015	40655	81451	86628	94.024	1	0.99	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OQ999171_Vibrio_phage_VPy02"	43290	43465	41332	43089	41213	82545	86755	95.147	1	1	0.99
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"OK349506_Vibrio_phage_vB_VpaP_AL-1"	43290	42854	40047	42370	39952	79999	86144	92.867	1	0.98	0.98
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MZ020222_Vibrio_phage_BUCT233"	43290	43245	39576	42354	39440	79016	86535	91.311	1	0.98	0.97
"MT501516_Vibrio_phage_vB_VpaP_MGD1"	"MW250641_Vibrio_phage_vB_VpP_DE17"	43290	43394	39485	43040	39394	78879	86684	90.996	1	0.99	0.98
