Accession	identity%	coverage%
EF523948 Burkholderia phage BcepGomr, complete genome.	68.7	0.8
NC_009447 Burkholderia phage BcepGomr, complete genome.	68.7	0.8
NC_029033 Achromobacter phage phiAxp-1, complete genome.	69.6	0.7000000000000001
KP313532 Achromobacter phage phiAxp-1, complete genome.	69.6	0.7000000000000001
NC_026608 Paracoccus phage vB_PmaS-R3, complete genome.	69.9	0.7000000000000001
KP162168 Paracoccus phage vB_PmaS-R3, complete genome.	69.9	0.7000000000000001
MH362766 Escherichia phage Halfdan, complete genome.	70.30000000000001	0.8
MH230177 Aeromonas phage SD04, complete genome.	71.0	1.0
MN820898 Sphingomonas phage vB_StuS_MMDA13, complete genome.	78.30000000000001	0.6
MN871472 UNVERIFIED_ORG: Pseudomonas virus Pa-X, complete genome.	70.65	0.8
MN871474 UNVERIFIED_ORG: Pseudomonas virus Pa-oumiga, complete genome.	70.65	0.8
MN871471 UNVERIFIED_ORG: Pseudomonas virus Pa-V, complete genome.	70.65	0.8
MW464860 Enterobacter phage EC151, complete genome.	70.5	1.0
MT713136 Aeromonas phage AP1, complete genome.	70.1	0.5
OP009282 Rhodobacter phage RcMotherGoose, complete genome.	71.6	0.5
NC_029097 Rhodobacter phage RcTitan, complete genome.	71.6	0.5
KR935213 Rhodobacter phage RcTitan, complete genome.	71.6	0.5
MZ501266 Erwinia phage AH03, complete genome.	66.9	0.7000000000000001
OL960029 Pseudoxanthomonas phage PW916, complete genome.	69.3	0.5
MZ326859 Stenotrophomonas phage Siara, complete genome.	68.1	0.7000000000000001
MG592544 Vibrio phage 1.177.O._10N.286.45.E10, partial genome.	71.2	0.5
MT536174 Stenotrophomonas phage vB_SmaS-AXL_3, complete genome.	68.0	0.6
MN734437 Sphingomonas phage Eidolon, complete genome.	72.3	0.8
MN029011 Pseudomonas phage Iggy, complete genome.	68.33333333333333	1.6
MK962636 Achromobacter phage vB_AxyS_19-32_Axy19, complete genome.	66.6	0.7000000000000001
MK542015 Escherichia phage ZCEC5, complete genome.	73.9	0.3
MN734439 Sphingomonas phage Kharn, complete genome.	69.2	0.9000000000000001
OK283305 Roseobacter phage RDJL3, complete genome.	67.6	0.5
MT711527 Escherichia phage vB_EcoS_fTaEco01, complete genome.	72.8	0.3
NC_041898 Escherichia phage K1ind2, complete genome.	72.8	0.3
GU196280 Escherichia phage K1ind2, complete genome.	72.8	0.3
GU196281 Escherichia phage K1ind3, complete genome.	72.8	0.3
MW331437 Escherichia phage phiWAO78-1, complete genome.	72.8	0.3
MK737937 Raoultella phage RP180, complete genome.	72.8	0.3
NC_048181 Raoultella phage RP180, complete genome.	72.8	0.3
OL539727 Escherichia virus fEg-Eco19, complete genome.	72.8	0.3
MK069556 Microcystis phage Me-ZS1, complete genome.	65.2	0.8
MN013084 Klebsiella phage vB_KaeM_KaAlpha, complete genome.	87.5	0.1
OL849997 Enterobacter phage vB-EclM_KMB17, complete genome.	87.5	0.1
MZ832314 Escherichia phage 26, complete genome.	72.2	0.3
KU197014 Xanthomonas phage XAJ2, complete genome.	67.2	0.5
OK210076 Enterobacter phage KKP_3262, complete genome.	86.2	0.1
MH746817 Achromobacter phage vB_Ade_ART, complete genome.	66.8	0.6
NC_069744 Xanthomonas phage Samson, complete genome.	71.2	0.4
MN062187 Xanthomonas phage Samson, complete genome.	71.2	0.4
OL802211 Pseudomonas phage vB_Pae_TR, complete genome.	71.8	0.3
ON911538 Xanthomonas phage vB_Xar_IVIA-DoCa1, complete genome.	68.0	0.5
NC_069745 Xanthomonas phage vB_Xar_IVIA-DoCa1, complete genome.	68.0	0.5
MN484601 Gordonia phage Sixama, complete genome.	86.8	0.1
JQ691611 Cronobacter phage CR9, complete genome.	85.8	0.1
NC_023717 Cronobacter phage CR9, complete genome.	85.8	0.1
NC_028879 Pseudomonas phage PaMx42, complete genome.	70.8	0.4
JQ067092 Pseudomonas phage PaMx42, complete genome.	70.8	0.4
MN734438 Sphingomonas phage Lucius, complete genome.	71.5	0.7000000000000001
ON932082 Xanthomonas phage vB_Xar_IVIA-DoCa8, complete genome.	72.4	0.3
MG252615 Escherichia phage vB_EcoS_HSE2, complete genome.	76.2	0.2
MZ234010 Escherichia phage vB_EcoS-22664BS2, complete genome.	76.2	0.2
OK283618 Listeria phage LPML1, complete genome.	85.0	0.1
KU682439 Stenotrophomonas phage vB_SmaS-DLP_6, complete genome.	81.5	0.2
MN013077 Klebsiella phage vB_KaeM_KaOmega, complete genome.	83.5	0.1
OL744211 Enterobacter phage vB_ExiM_F1M1E, complete genome.	83.5	0.1
OL744216 Enterobacter phage vB_ExiM_F4M1E, complete genome.	83.5	0.1
OL744220 Pantoea phage vB_PdiM_F5M2A, complete genome.	83.5	0.1
OL744219 Enterobacter phage vB_ExiM_F5M1E, complete genome.	83.5	0.1
OL744214 Enterobacter phage vB_ExiM_F2M1E, complete genome.	83.5	0.1
MK359346 Mycobacterium phage NoodleTree, complete genome.	84.2	0.1
NC_054719 Mycobacterium phage NoodleTree, complete genome.	84.2	0.1
MK359337 Mycobacterium phage Flabslab, complete genome.	84.2	0.1
OP297534 Mycobacterium phage Turret, complete genome.	84.2	0.1
MZ958745 Mycobacterium phage Pinkcreek, complete genome.	84.2	0.1
KT365400 Mycobacterium phage ErnieJ, complete genome.	84.2	0.1
MK450423 Mycobacterium phage Stubby, complete genome.	84.2	0.1
NC_028986 Mycobacterium phage Alice, complete sequence.	84.2	0.1
JF704092 Mycobacterium phage Alice, complete sequence.	84.2	0.1
ON526982 Mycobacterium phage Guwapp, complete genome.	84.2	0.1
MK310143 Mycobacterium phage Dietrick, complete genome.	84.2	0.1
NC_028869 Mycobacterium phage HyRo, complete genome.	84.2	0.1
KT281790 Mycobacterium phage HyRo, complete genome.	84.2	0.1
MT818416 Mycobacterium phage BackyardAgain, complete genome.	84.2	0.1
MN062707 Mycobacterium phage Grungle, complete genome.	84.2	0.1
DQ398053 Mycobacteriophage Catera, complete genome.	84.2	0.1
NC_008207 Mycobacterium phage Catera, complete genome.	84.2	0.1
MK359345 Mycobacterium phage QBert, complete genome.	84.2	0.1
NC_054720 Mycobacterium phage QBert, complete genome.	84.2	0.1
MH779498 Mycobacterium phage Bread, complete genome.	84.2	0.1
MK112554 Mycobacterium phage TinyTim, complete genome.	84.2	0.1
NC_023714 Mycobacterium phage LinStu, complete genome.	84.2	0.1
JN412592 Mycobacterium phage LinStu, complete genome.	84.2	0.1
NC_011272 Mycobacterium phage Rizal, complete genome.	84.2	0.1
EU826467 Mycobacterium phage Rizal, complete genome.	84.2	0.1
EU826469 Mycobacterium phage ScottMcG, complete genome.	84.2	0.1
NC_011269 Mycobacterium phage ScottMcG, complete genome.	84.2	0.1
MF919494 Mycobacterium phage BeanWater, complete genome.	84.2	0.1
MK359344 Mycobacterium phage Napoleon13, complete genome.	84.2	0.1
MK359366 Mycobacterium phage Basquiat, complete genome.	84.2	0.1
MK359336 Mycobacterium phage Chargie21, complete genome.	84.2	0.1
MZ856343 Mycobacterium phage EasyJones, complete genome.	84.2	0.1
GQ303262 Mycobacterium phage LRRHood, complete genome.	84.2	0.1
MK359364 Mycobacterium phage ChickenPhender, complete genome.	84.2	0.1
MK359363 Mycobacterium phage Fludd, complete genome.	84.2	0.1
MK112548 Mycobacterium phage McWolfish, complete genome.	84.2	0.1
JQ911768 Mycobacterium phage Ava3, complete genome.	84.2	0.1
MK359342 Mycobacterium phage ShiaLabeouf, complete genome.	84.2	0.1
MN276192 Mycobacterium phage Trinitium, complete genome.	84.2	0.1
MK359303 Mycobacterium phage Shnickers, complete genome.	84.2	0.1
MK359317 Mycobacterium phage FrayBell, complete genome.	84.2	0.1
MZ028626 Mycobacterium phage Latch, complete genome.	84.2	0.1
MK359362 Mycobacterium phage Atlantean, complete genome.	84.2	0.1
KR080196 Mycobacterium phage Momo, complete genome.	84.2	0.1
MK359338 Mycobacterium phage Amataga, complete genome.	84.2	0.1
MK450432 Mycobacterium phage ValleyTerrace, complete genome.	84.2	0.1
NC_023733 Mycobacterium phage MoMoMixon, complete genome.	84.2	0.1
JN699626 Mycobacterium phage MoMoMixon, complete genome.	84.2	0.1
MK359365 Mycobacterium phage Loanshark, complete genome.	84.2	0.1
MH779502 Mycobacterium phage FudgeTart, complete genome.	84.2	0.1
MK450429 Mycobacterium phage Bipolarisk, complete genome.	84.2	0.1
MH825713 Mycobacterium phage Zalkecks, complete genome.	84.2	0.1
MH669008 Mycobacterium phage Megamind, complete genome.	84.2	0.1
ON260824 Mycobacterium phage Jemmno, complete genome.	84.2	0.1
MT553335 Mycobacterium phage Ronan, complete genome.	84.2	0.1
MK450424 Mycobacterium phage Melpomini, complete genome.	84.2	0.1
MH590593 Mycobacterium phage Rabinovish, complete genome.	84.2	0.1
NC_021349 Mycobacterium phage Astraea, complete genome.	84.2	0.1
KC691257 Mycobacterium phage Astraea, complete genome.	84.2	0.1
MF919527 Mycobacterium phage Phox, complete genome.	84.2	0.1
NC_011270 Mycobacterium phage Spud, complete genome.	84.2	0.1
EU826468 Mycobacterium phage Spud, complete genome.	84.2	0.1
MN428065 Mycobacterium phage Cactojaque, complete genome.	84.2	0.1
MK359333 Mycobacterium phage JustHall, complete genome.	84.2	0.1
MT723944 Mycobacterium phage ChaylaJr, complete genome.	84.2	0.1
MK359314 Mycobacterium phage Ewok, complete genome.	84.2	0.1
MH316567 Mycobacterium phage ParkTD, complete genome.	84.2	0.1
MK450427 Mycobacterium phage Adlitam, complete genome.	84.2	0.1
MF919499 Mycobacterium phage Daffodil, complete genome.	84.2	0.1
MK359321 Mycobacterium phage Phusco, complete genome.	84.2	0.1
MN428066 Mycobacterium phage JPickles, complete genome.	84.2	0.1
MK359334 Mycobacterium phage Delilah, complete genome.	84.2	0.1
MK112549 Mycobacterium phage Morizzled23, complete genome.	84.2	0.1
JF704096 Mycobacterium phage Ghost, complete sequence.	84.2	0.1
MF919493 Mycobacterium phage Audrick, complete genome.	84.2	0.1
MH697586 Mycobacterium phage InigoMontoya, complete genome.	84.2	0.1
MK112545 Mycobacterium phage Khaleesi, complete genome.	84.2	0.1
MK359326 Mycobacterium phage Pivoine, complete genome.	84.2	0.1
MK359339 Mycobacterium phage Naija, complete genome.	84.2	0.1
OP021682 Mycobacterium phage IkeLoa, complete genome.	84.2	0.1
NC_041993 Mycobacterium phage Sebata, complete genome.	84.2	0.1
JN204348 Mycobacterium phage Sebata, complete genome.	84.2	0.1
KT321476 Mycobacterium phage Zeenon, complete genome.	84.2	0.1
JN699625 Mycobacterium phage Wally, complete genome.	84.2	0.1
ON637768 Mycobacterium phage Jaygup, complete genome.	84.2	0.1
NC_011271 Mycobacterium phage Cali, complete genome.	84.2	0.1
EU826471 Mycobacterium phage Cali, complete genome.	84.2	0.1
MK359305 Mycobacterium phage Teardrop, complete genome.	84.2	0.1
MK359311 Mycobacterium phage SmallFry, complete genome.	84.2	0.1
MK359335 Mycobacterium phage Patter, complete genome.	84.2	0.1
KJ595575 Mycobacterium phage Willis, complete genome.	84.2	0.1
MK359306 Mycobacterium phage Norm, complete genome.	84.2	0.1
KX721256 Mycobacterium phage Erdmann, complete genome.	84.2	0.1
KX721255 Mycobacterium phage Yucca, complete genome.	84.2	0.1
NC_023737 Mycobacterium phage Pleione, complete genome.	84.2	0.1
JN624850 Mycobacterium phage Pleione, complete genome.	84.2	0.1
MK359308 Mycobacterium phage Shaqnato, complete genome.	84.2	0.1
MK359327 Mycobacterium phage EmToTheThree, complete genome.	84.2	0.1
MZ388551 Mycobacterium phage Delylah, complete genome.	84.2	0.1
MK359353 Mycobacterium phage BadAgartude, complete genome.	84.2	0.1
OP021684 Mycobacterium phage YemiJoy2021, complete genome.	84.2	0.1
MN234193 Mycobacterium phage Kboogie, complete genome.	84.2	0.1
MK359358 Mycobacterium phage Essence, complete genome.	84.2	0.1
MK878897 Mycobacterium phage Blackbrain, complete genome.	84.2	0.1
MF919513 Mycobacterium phage Koguma, complete genome.	84.2	0.1
MK112541 Mycobacterium phage Jessibeth14, complete genome.	84.2	0.1
MZ681511 Mycobacterium phage SilverDipper, complete genome.	84.2	0.1
MK112534 Mycobacterium phage Burrough, complete genome.	84.2	0.1
MH727543 Mycobacterium phage CharlieB, complete genome.	84.2	0.1
NC_054717 Mycobacterium phage CharlieB, complete genome.	84.2	0.1
MH051266 Mycobacterium phage MikeLiesIn, complete genome.	84.2	0.1
MG812493 Mycobacterium phage NuevoMundo, complete genome.	84.2	0.1
MW712729 Mycobacterium phage BananaFence, complete genome.	84.2	0.1
MK359361 Mycobacterium phage Darko, complete genome.	84.2	0.1
MH697590 Mycobacterium phage Phlegm, complete genome.	84.2	0.1
ON637764 Mycobacterium phage McGee, complete genome.	84.2	0.1
OK040789 Mycobacterium phage Izajani, complete genome.	84.2	0.1
MK359355 Mycobacterium phage Sprinklers, complete genome.	84.2	0.1
MK359330 Mycobacterium phage Iota, complete genome.	84.2	0.1
MW291012 Mycobacterium phage StephanieG, complete genome.	84.2	0.1
NC_004687 Mycobacterium phage Bxz1, complete genome.	84.2	0.1
AY129337 Mycobacteriophage Bxz1, complete genome.	84.2	0.1
MW822148 Mycobacterium phage I3, complete genome.	84.2	0.1
NC_067270 Bixzunavirus I3, complete genome.	84.2	0.1
ON755189 Mycobacterium phage Jedediah, complete genome.	84.2	0.1
MN735434 Mycobacterium phage Mangeria, complete genome.	84.2	0.1
NC_054718 Mycobacterium phage Mangeria, complete genome.	84.2	0.1
MH316561 Mycobacterium phage Derek, complete genome.	84.2	0.1
MH051260 Mycobacterium phage InterFolia, complete genome.	84.2	0.1
MN183285 Mycobacterium phage YoungMoneyMata, complete genome.	84.2	0.1
MK450422 Mycobacterium phage RoMag, complete genome.	84.2	0.1
MK359350 Mycobacterium phage Nidhogg, complete genome.	84.2	0.1
MT723945 Mycobacterium phage Quasimodo, complete genome.	84.2	0.1
NC_054721 Mycobacterium phage Quasimodo, complete genome.	84.2	0.1
MK359329 Mycobacterium phage Kamryn, complete genome.	84.2	0.1
MN183280 Mycobacterium phage LolaVinca, complete genome.	84.2	0.1
MG812494 Mycobacterium phage Pier, complete genome.	84.2	0.1
NC_054722 Mycobacterium phage Sauce, complete genome.	84.2	0.1
MH910040 Mycobacterium phage Sauce, complete genome.	84.2	0.1
MK450434 Mycobacterium phage DrPhinkDaddy, complete genome.	84.2	0.1
MK450425 Mycobacterium phage Shelob, complete genome.	84.2	0.1
MH727558 Mycobacterium phage Salacia, complete genome.	84.2	0.1
MT818423 Mycobacterium phage Janiyra, complete genome.	84.2	0.1
MH051261 Mycobacterium phage Tyke, complete genome.	84.2	0.1
JN699013 Mycobacterium phage Pio, complete genome.	84.2	0.1
MG872839 Mycobacterium phage LifeSavor, complete genome.	84.2	0.1
OP068341 Mycobacterium phage Maby2021, complete genome.	84.2	0.1
MK359349 Mycobacterium phage FoxtrotP1, complete genome.	84.2	0.1
KX831080 Mycobacterium phage Lukilu, complete genome.	84.2	0.1
NC_041901 Mycobacterium phage Lukilu, complete genome.	84.2	0.1
ON456344 Mycobacterium phage Mikro, complete genome.	84.2	0.1
KM881426 Mycobacterium phage ZygoTaiga.	84.2	0.1
MK112533 Mycobacterium phage Bonray, complete genome.	84.2	0.1
MK359328 Mycobacterium phage EmmaElysia, complete genome.	84.2	0.1
MK359347 Mycobacterium phage Ading, complete genome.	84.2	0.1
NC_021346 Mycobacterium phage Gizmo, complete genome.	84.2	0.1
KC748968 Mycobacterium phage Gizmo, complete genome.	84.2	0.1
OP021681 Mycobacterium phage Capablanca, complete genome.	84.2	0.1
ON081335 Mycobacterium phage CindyLou, complete genome.	84.2	0.1
MK359359 Mycobacterium phage Colt, complete genome.	84.2	0.1
NC_054716 Mycobacterium phage Cane17, complete genome.	84.2	0.1
MH697579 Mycobacterium phage Cane17, complete genome.	84.2	0.1
KX752698 Mycobacterium phage Tonenili, complete genome.	84.2	0.1
NC_031080 Mycobacterium phage Tonenili, complete genome.	84.2	0.1
HQ317385 Synechococcus phage S-RIM8 A.HR5, complete genome.	84.2	0.1
KX349286 Synechococcus phage S-RIM8 isolate RW_03_0807_WH8101, complete genome.	84.2	0.1
KX349288 Synechococcus phage S-RIM8 isolate RW_08_0711, complete genome.	84.2	0.1
MK493322 Synechococcus phage S-RIM8 isolate RW_01_0115_WH8101, complete genome.	84.2	0.1
MK493324 Synechococcus phage S-RIM8 isolate RW_22_0214, complete genome.	84.2	0.1
KX349290 Synechococcus phage S-RIM8 isolate RW_25_1112, complete genome.	84.2	0.1
KX349287 Synechococcus phage S-RIM8 isolate RW_06_0613, complete genome.	84.2	0.1
MK493325 Synechococcus phage S-RIM8 isolate RW_62_0316, complete genome.	84.2	0.1
JF974289 Synechococcus phage S-RIM8 A.HR3, complete genome.	84.2	0.1
JF974288 Synechococcus phage S-RIM8 A.HR1, complete genome.	84.2	0.1
NC_020486 Synechococcus phage S-RIM8 A.HR1, complete genome.	84.2	0.1
KX349289 Synechococcus phage S-RIM8 isolate RW_22_0300, complete genome.	84.2	0.1
NC_047733 Synechococcus phage S-RIM8 isolate RW_22_0300, complete genome.	84.2	0.1
KX349285 Synechococcus phage S-RIM8 isolate RW_01_0212_WH8101, complete genome.	84.2	0.1
MK493323 Synechococcus phage S-RIM8 isolate RW_03_0617, complete genome.	84.2	0.1
MN988517 Rhizobium phage RHph_N38, complete genome.	83.3	0.1
MK016663 Synechococcus phage S-H68, partial genome.	90.0	0.1
MH107246 Synechococcus phage S-B64, complete genome.	80.9	0.1
NC_055744 Synechococcus phage S-B64, complete genome.	80.9	0.1
OP535465 Synechococcus phage S-CREM1, complete genome.	85.5	0.1
MN988555 Rhizobium phage RHph_I1_6, complete genome.	81.4	0.1
MN871441 UNVERIFIED_ORG: Aeromonas phage AsSzw2, complete genome.	83.3	0.1
MF448340 Aeromonas phage AS-zj, complete genome.	83.3	0.1
NC_048673 Aeromonas phage AS-zj, complete genome.	83.3	0.1
NC_019538 Aeromonas phage CC2, complete genome.	83.3	0.1
JX123262 Aeromonas phage CC2, complete genome.	83.3	0.1
MH791404 UNVERIFIED: Aeromonas phage Assk, complete genome.	83.3	0.1
OM272052 Escherichia phage fBC-Eco01, complete genome.	74.5	0.2
MT711524 Escherichia phage vB_EcoS_fFiEco03, complete genome.	74.5	0.2
OP172633 Agathobaculum phage AB434P2, partial genome.	83.5	0.1
MT711526 Escherichia phage vB_EcoS_fPoEco01, complete genome.	74.5	0.2
MK816297 Pseudomonas virus PBPA162, complete genome.	76.6	0.2
LN828717 Synechococcus phage S-PM2 spontaneous deletion mutant, complete genome.	82.0	0.1
NC_006820 Synechococcus phage S-PM2, complete genome.	82.0	0.1
AJ630128 Bacteriophage S-PM2 complete genome.	82.0	0.1
MN047793 Xanthomonas phage Xoo-sp13, complete genome.	80.7	0.1
MZ326861 Stenotrophomonas phage Philippe, complete genome.	88.3	0.1
MK493321 Cyanophage S-RIM4 isolate RW_11_0999, complete genome.	82.6	0.1
MK962635 Achromobacter phage vB_AxyS_19-32_Axy18, complete genome.	75.0	0.2
AP018399 Xanthomonas phage XacN1 DNA, complete genome.	87.0	0.2
MN988530 Rhizobium phage RHph_N17, complete genome.	75.4	0.2
KT187252 Bacillus phage PBC6, complete genome.	88.1	0.1
MH487649 Bacillus phage BC01, complete genome.	88.1	0.1
MN234206 Arthrobacter phage Racecar, complete genome.	81.5	0.1
MH791400 UNVERIFIED: Escherichia phage EcSzw-2, complete genome.	86.6	0.1
MH791413 UNVERIFIED: Escherichia phage EcSzw_1, complete genome.	86.6	0.1
MH629685 Synechococcus virus S-PRM1, complete genome.	86.6	0.1
NC_055761 Synechococcus virus S-PRM1, complete genome.	86.6	0.1
OP053361 Cyanophage S-TIM61, complete genome.	82.8	0.1
OP053360 Cyanophage S-TIM66, complete genome.	82.8	0.1
NC_019516 Cyanophage S-TIM5, complete genome.	82.8	0.1
JQ245707 Cyanophage S-TIM5, complete genome.	82.8	0.1
KU686205 Synechococcus phage S-CAM9 isolate 0908SB82, complete genome.	86.6	0.1
KU686204 Synechococcus phage S-CAM9 isolate 0808SB05, complete genome.	86.6	0.1
NC_031922 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome.	86.6	0.1
KU686206 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome.	86.6	0.1
OP053362 Cyanophage S-TIM54, complete genome.	82.8	0.1
MW147367 Synechococcus phage S-H9-2, complete genome.	81.3	0.1
NC_015279 Synechococcus phage S-SM2, complete genome.	81.3	0.1
GU071095 Synechococcus phage S-SM2, complete genome.	81.3	0.1
NC_047838 Synechococcus phage Bellamy, complete genome.	81.3	0.1
MF351863 Synechococcus phage Bellamy, complete genome.	81.3	0.1
MG674163 Acinetobacter phage SH-Ab 15497, complete genome.	66.6	0.4
MG770228 Escherichia phage PMBT57, complete genome.	81.9	0.1
MW175414 Escherichia phage VEc25, complete genome.	81.9	0.1
NC_029044 Mycobacterium phage Breeniome, complete genome.	81.5	0.1
KX781992 Mycobacterium phage Gabriel, complete genome.	81.5	0.1
MK359324 Mycobacterium phage Tortoise16, complete genome.	81.5	0.1
